NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                      MESSAGE
dencer-demo                   27m         Normal    Pulled                                   pod/play-cache-6b5554675-2gwcc                              Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 891ms (891ms including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Created                                  pod/play-filler-7d4fc49cf-6bcpx                             Container created
dencer-demo                   27m         Normal    Pulled                                   pod/play-filler-7d4fc49cf-6bcpx                             Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 232ms (701ms including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Pulling                                  pod/play-filler-7d4fc49cf-6bcpx                             Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    Started                                  pod/play-filler-7d4fc49cf-2wd2m                             Container started
dencer-demo                   27m         Normal    Created                                  pod/play-filler-7d4fc49cf-2wd2m                             Container created
dencer-demo                   27m         Normal    Pulled                                   pod/play-web-5cddbdcfb5-52p9l                               Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 2.306s (2.306s including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Pulled                                   pod/play-filler-7d4fc49cf-2wd2m                             Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 298ms (298ms including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Pulling                                  pod/play-filler-7d4fc49cf-2wd2m                             Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    Created                                  pod/play-web-5cddbdcfb5-52p9l                               Container created
dencer-demo                   27m         Normal    Pulled                                   pod/play-web-5cddbdcfb5-7lcrb                               Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 1.552s (1.552s including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Pulled                                   pod/play-web-5cddbdcfb5-mt6xz                               Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 2.123s (2.123s including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Created                                  pod/play-web-5cddbdcfb5-mt6xz                               Container created
dencer-demo                   27m         Normal    Started                                  pod/play-web-5cddbdcfb5-7lcrb                               Container started
dencer-demo                   27m         Normal    Created                                  pod/play-web-5cddbdcfb5-7lcrb                               Container created
dencer-demo                   27m         Normal    Pulling                                  pod/play-filler-7d4fc49cf-fwg2d                             Pulling image "nginxinc/nginx-unprivileged:1.27-alpine"
dencer-demo                   27m         Normal    Pulled                                   pod/play-filler-7d4fc49cf-fwg2d                             Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 178ms (774ms including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Pulled                                   pod/play-web-5cddbdcfb5-lr4mn                               Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 1.479s (1.479s including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Created                                  pod/play-web-5cddbdcfb5-lr4mn                               Container created
dencer-demo                   27m         Normal    Pulled                                   pod/play-cache-6b5554675-ldt2l                              Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 1.33s (1.33s including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Created                                  pod/play-cache-6b5554675-d6r2z                              Container created
dencer-demo                   27m         Normal    Pulled                                   pod/play-cache-6b5554675-d6r2z                              Successfully pulled image "nginxinc/nginx-unprivileged:1.27-alpine" in 1.091s (1.091s including waiting). Image size: 20986061 bytes.
dencer-demo                   27m         Normal    Started                                  pod/play-cache-6b5554675-ldt2l                              Container started
dencer-demo                   27m         Normal    Started                                  pod/play-filler-7d4fc49cf-fwg2d                             Container started
dencer-demo                   27m         Normal    Started                                  pod/play-filler-7d4fc49cf-6bcpx                             Container started
dencer-demo                   27m         Normal    Started                                  pod/play-cache-6b5554675-d6r2z                              Container started
dencer-demo                   27m         Normal    Started                                  pod/play-web-5cddbdcfb5-52p9l                               Container started
dencer-demo                   27m         Normal    Started                                  pod/play-web-5cddbdcfb5-mt6xz                               Container started
kube-system                   27m         Normal    Killing                                  pod/metrics-server-v1.35.1-77d8df7694-qgkj2                 Stopping container metrics-server
